OPEN,CLOSE,HIGH,LOW,VOLUME,Return,QPL,QPL+,QPL-,MA5,MA21,RSI
99.34999999999999432,96.79000000000000625,99.59999999999999432,96.39000000000000057,7849,,100.19307673425176120,101.86987411319672958,96.89245801003040981,96.79000000000000625,96.79000000000000625,
96.76000000000000512,99.01000000000000512,99.12000000000000455,95.84999999999999432,7221,0.02293625374522157,97.58109818627278287,99.21418237738215851,94.36652478158575263,97.90000000000000568,97.90000000000000568,
94.95000000000000284,95.90999999999999659,96.82999999999999829,92.92000000000000171,11351,-0.03130996869003144,95.75573866046507021,97.35827425312562866,92.60129731305876533,97.23666666666667879,97.23666666666667879,
95.46999999999999886,96.32999999999999829,97.04999999999999716,94.93999999999999773,9169,0.00437910541132314,96.28015134191258539,97.89146332749766088,93.10843448633723085,97.01000000000000512,97.01000000000000512,
96.39000000000000057,95.39000000000000057,97.06000000000000227,94.39000000000000057,10566,-0.00975812311844693,97.20795839370434521,98.83479784369434640,94.00567717752221597,96.68600000000000705,96.68600000000000705,
98.76999999999999602,98.00000000000000000,99.31000000000000227,97.23999999999999488,6789,0.02736135863298039,99.60815489725260363,101.27516322255100079,96.32680500906597842,96.92799999999999727,96.90500000000001535,
97.67000000000000171,97.86000000000001364,98.23999999999999488,96.76999999999999602,7748,-0.00142857142857133,98.49882037880593089,100.14726325753322556,95.25401483482306730,96.69800000000000750,97.04142857142856826,
96.76999999999999602,96.15999999999999659,98.73000000000000398,95.56999999999999318,8438,-0.01737175556918058,97.59118304553138046,99.22443601342776276,94.37627741953340887,96.74800000000000466,96.93125000000000568,
97.34999999999999432,96.54000000000000625,97.79000000000000625,95.73000000000000398,7455,0.00395174708818646,98.17610488253053802,99.81914690407349156,94.94193042049784026,96.78999999999999204,96.88777777777778510,
99.73999999999999488,96.31999999999999318,100.76999999999999602,96.17000000000000171,9691,-0.00227884814584645,100.58638624533739403,102.26976591897576441,97.27281088998927316,96.97599999999999909,96.83100000000000307,
99.90999999999999659,99.31999999999999318,100.65000000000000568,98.56000000000000227,5216,0.03114617940199338,100.75782885273369516,102.44407773175123566,97.43860573509954293,97.23999999999999488,97.05727272727273203,
100.79000000000000625,99.45000000000000284,101.25000000000000000,99.04999999999999716,6064,0.00130890052356025,101.64529646749105041,103.34639770376547574,98.29683787449387466,97.55799999999999272,97.25666666666666060,
99.96999999999999886,100.09000000000000341,102.39000000000000057,99.26000000000000512,5069,0.00643539467068877,100.81833800828533754,102.50559954802494644,97.49712156278552300,98.34400000000000830,97.47461538461539021,
99.42000000000000171,99.06999999999999318,100.23000000000000398,98.54999999999999716,6431,-0.01019082825457096,100.26367074906200116,101.94164956551605883,96.96072647566406033,98.84999999999999432,97.58857142857142719,
100.06999999999999318,99.31000000000000227,100.70999999999999375,98.90000000000000568,6438,0.00242252952457878,100.91918660087139870,102.60813590848110266,97.59464794226214224,99.44800000000000750,97.70333333333333314,57.51789976133647286
98.75000000000000000,100.95000000000000284,101.89000000000000057,98.54999999999999716,5419,0.01651394622898006,99.58798517873539424,101.25465595045976386,96.30729973317065173,99.77400000000000091,97.90625000000000000,55.99505562422741889
98.06000000000000227,98.20999999999999375,99.20999999999999375,97.40999999999999659,7427,-0.02714214957899963,98.89212988989157793,100.54715506331226038,95.63436771478191645,99.52599999999999625,97.92411764705882149,57.26927939317315719
98.25000000000000000,99.45000000000000284,99.50000000000000000,96.98999999999999488,8594,0.01262600549842174,99.08374221580508845,100.74197414817895435,95.81966783578751290,99.39799999999999613,98.00888888888889028,59.37499999999997158
97.79999999999999716,97.37000000000000455,99.65000000000000568,95.70999999999999375,9194,-0.02091503267973860,98.62992354916781323,100.28056052612622295,95.38079912814268368,99.05800000000000693,97.97526315789473017,55.56805399325083528
102.46999999999999886,97.71999999999999886,102.65000000000000568,97.70999999999999375,7600,0.00359453630481665,103.33955282293686651,105.06900855942897977,99.93528104970123138,98.73999999999999488,97.96250000000000568,49.09793814432989478
103.73000000000000398,102.56999999999999318,103.90999999999999659,102.15000000000000568,3831,0.04963160049119919,104.61024508952124279,106.36096670117663621,101.16411343110675602,99.06399999999999295,98.18190476190477511,61.64112703905082213
