OPEN,CLOSE,HIGH,LOW,VOLUME,Return,QPL,QPL+,QPL-,MA5,MA21,RSI
1825.64000000000010004,1842.79999999999995453,1845.35999999999989996,1819.72000000000002728,164208,,1829.97261902343961992,1838.58977559687878056,1812.78143381276527180,1842.79999999999995453,1842.79999999999995453,
1815.53999999999996362,1826.09999999999990905,1828.65000000000009095,1808.70000000000004547,168778,-0.00906229650531798,1819.84864964714597591,1828.41813346944468321,1802.75257134179128116,1834.44999999999981810,1834.44999999999981810,
1836.64000000000010004,1815.29999999999995453,1843.52999999999997272,1813.10999999999989996,165393,-0.00591424346968950,1840.99872428474964181,1849.66780167626211551,1823.70395729600431878,1828.06666666666660603,1828.06666666666660603,
1835.14000000000010004,1836.90000000000009095,1841.63000000000010914,1818.00999999999999091,168546,0.01189885969261284,1839.49516447638916361,1848.15716175634634055,1822.21452227556278558,1830.27500000000009095,1830.27500000000009095,
1833.29999999999995453,1835.40000000000009095,1845.26999999999998181,1829.91000000000008185,172271,-0.00081659317328109,1837.65079777813343753,1846.30411012124932313,1820.38748198382086230,1831.29999999999995453,1831.29999999999995453,
1814.39000000000010004,1830.40000000000009095,1843.17000000000007276,1812.68000000000006366,155593,-0.00272420180887001,1818.69592046073626079,1827.25997619750933154,1801.61067115945274963,1828.82000000000016371,1831.14999999999986358,
1786.49000000000000909,1814.50000000000000000,1818.61999999999989086,1781.89000000000010004,170143,-0.00868662587412594,1790.72970802523195744,1799.16207368707296155,1773.90717977923736726,1826.50000000000000000,1828.77142857142848698,
1778.01999999999998181,1786.40000000000009095,1787.85999999999989996,1770.28999999999996362,150472,-0.01548635987875446,1782.23960697402344522,1790.63199360594762766,1765.49683669714340795,1820.72000000000002728,1823.47499999999990905,
1792.53999999999996362,1778.40000000000009095,1798.88000000000010914,1770.78999999999996362,157603,-0.00447828034034936,1796.79406591895235579,1805.25498803073378440,1779.91456769501883173,1809.01999999999998181,1818.46666666666669698,
1768.00000000000000000,1792.29999999999995453,1797.80999999999994543,1765.73000000000001819,165810,0.00781601439496171,1772.19582745417551450,1780.54091894090925052,1755.54741076059303850,1800.40000000000009095,1815.84999999999990905,
1771.84999999999990905,1768.50000000000000000,1773.54999999999995453,1764.16000000000008185,153118,-0.01327902694861349,1776.05496429563390848,1784.41822806869322449,1759.37029397972651168,1788.01999999999998181,1811.54545454545450411,
1781.68000000000006366,1771.74000000000000909,1789.81999999999993634,1756.06999999999993634,151123,0.00183206106870237,1785.90829290642295746,1794.31795501054239139,1769.13105814702112184,1779.46800000000007458,1808.22833333333346673,
1775.67000000000007276,1781.09999999999990905,1782.45000000000004547,1762.43000000000006366,153480,0.00528294219242098,1779.88402994092552944,1788.26532439807942865,1763.16338849845146797,1778.40800000000012915,1806.14153846153840277,
